ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
1,512,16,5,1,7.872887413593783e-15,2981.4156944362476,1000.7650457614726,2197.245835291102,1322.8897623191185
1,512,16,5,2,7.34776578501189e-15,2981.4156944362476,1189.9393148828244,2197.245835291102,740.9296892939609
1,512,16,5,3,8.339573258542534e-15,2981.4156944362476,949.0596153158136,2197.245835291102,476.88202823061664
1,512,16,5,4,8.750239018470445e-15,2981.4156944362476,949.0849598146948,2197.245835291102,476.88202823061664
1,512,16,5,5,9.612556435886302e-15,2981.4156944362476,657.249242066413,2197.245835291102,295.4407363460423
1,512,17,0,0,6.56351059828647e-15,2981.4156944362476,934.3301619121246,563.0588714779466,563.0588714779466
1,512,17,0,1,8.09408024004287e-15,2981.4156944362476,895.0085553097308,563.0588714779466,567.2629450262427
1,512,17,0,2,7.688252687694408e-15,2981.4156944362476,847.3502446133139,563.0588714779466,1588.657141013167
1,512,17,0,3,7.424669324752513e-15,2981.4156944362476,1192.4902232272555,563.0588714779466,1588.657141013167
1,512,17,0,4,7.153713582503539e-15,2981.4156944362476,1151.315139410069,563.0588714779466,2598.6046786594156
1,512,17,0,5,8.262752523091103e-15,2981.4156944362476,245.49872349295106,563.0588714779466,2578.100989623463
1,512,17,1,0,8.560797211898473e-15,2981.4156944362476,588.2112443289667,563.0588714779466,1051.9648135038187
1,512,17,1,1,8.802437880031276e-15,2981.4156944362476,588.1898661651335,563.0588714779466,427.9782219502011
1,512,17,1,2,8.274177308336175e-15,2981.4156944362476,531.6791516360953,563.0588714779466,624.468527749213
1,512,17,1,3,8.52149364902481e-15,2981.4156944362476,535.4725060118487,563.0588714779466,1051.9648135038187
1,512,17,1,4,1.1022712549084034e-14,2981.4156944362476,1550.298495943699,563.0588714779466,2288.8194874724772
1,512,17,1,5,1.0929209066272247e-14,2981.4156944362476,533.7533843243349,563.0588714779466,2578.100989623463
1,512,17,2,0,6.351741873281044e-15,2981.4156944362476,980.88758798716,563.0588714779466,515.0619914268036
1,512,17,2,1,7.893358835132917e-15,2981.4156944362476,936.34341352891,563.0588714779466,567.388565634254
1,512,17,2,2,8.122146976543509e-15,2981.4156944362476,936.5242629010994,563.0588714779466,476.88202823061664
1,512,17,2,3,7.513475876864608e-15,2981.4156944362476,938.9478315856142,563.0588714779466,539.590480980638
1,512,17,2,4,1.183878467761786e-14,2981.4156944362476,644.9041408157726,563.0588714779466,1177.3969186432184
1,512,17,2,5,1.1042853525020417e-14,2981.4156944362476,1263.3237907796781,563.0588714779466,2288.8194874724772
1,512,17,3,0,7.286714295681284e-15,2981.4156944362476,936.57146214418,563.0588714779466,515.0619914268036
1,512,17,3,1,4.371534807351198e-15,2981.4156944362476,1068.9030717789083,563.0588714779466,567.3900891985808
1,512,17,3,2,7.401880573870836e-15,2981.4156944362476,935.4737868587953,563.0588714779466,649.5704986407037
1,512,17,3,3,6.656233907897808e-15,2981.4156944362476,935.8065444380557,563.0588714779466,476.88202823061664
1,512,17,3,4,1.0871072240960356e-14,2981.4156944362476,858.2613677368602,563.0588714779466,1051.9648135038187
1,512,17,3,5,1.1227524916403781e-14,2981.4156944362476,790.1343436227979,563.0588714779466,1177.3969186432184
1,512,17,4,0,7.971023095197887e-15,2981.4156944362476,973.634369315481,563.0588714779466,508.92935010542686
1,512,17,4,1,5.2702182578210835e-15,2981.4156944362476,1068.9030129507278,563.0588714779466,567.3900891985808
1,512,17,4,2,7.816170075659615e-15,2981.4156944362476,980.3884084872303,563.0588714779466,649.5704986407037
1,512,17,4,3,8.676474067233703e-15,2981.4156944362476,939.9776299674704,563.0588714779466,562.1249846560902
1,512,17,4,4,6.453506582368078e-15,2981.4156944362476,935.773007924751,563.0588714779466,476.88202823061664
1,512,17,4,5,6.556210555380815e-15,2981.4156944362476,989.8222481799444,563.0588714779466,529.5041212760901
1,512,17,5,0,5.814015628907539e-15,2981.4156944362476,3262.651596334705,563.0588714779466,476.88202823061664
1,512,17,5,1,7.565908575331161e-15,2981.4156944362476,1103.2894814610356,563.0588714779466,567.3899793287069
1,512,17,5,2,7.472008053118137e-15,2981.4156944362476,936.2463277850245,563.0588714779466,654.7747116483769
1,512,17,5,3,7.304221565294864e-15,2981.4156944362476,1016.8038346952255,563.0588714779466,563.6078569672303
1,512,17,5,4,7.039251273358207e-15,2981.4156944362476,1112.2746295972922,563.0588714779466,2598.6046786594156
1,512,17,5,5,6.719567620254808e-15,2981.4156944362476,969.0194589391665,563.0588714779466,651.5938497930264
1,512,18,0,0,9.353429621385478e-15,2981.4156944362476,990.1723946353592,10048.99631858364,10048.99631858364
1,512,18,0,1,7.372303147959802e-15,2981.4156944362476,863.2433901956942,10048.99631858364,2644.8673741343605
1,512,18,0,2,6.038474695706568e-15,2981.4156944362476,830.67526964964,10048.99631858364,831.905828228026
1,512,18,0,3,9.622602720223962e-15,2981.4156944362476,1148.149180737374,10048.99631858364,2598.6046786594156
1,512,18,0,4,6.7245439870259505e-15,2981.4156944362476,267.05469418242507,10048.99631858364,2578.100989623463
1,512,18,0,5,5.102919121484413e-15,2981.4156944362476,286.10250520546043,10048.99631858364,2853.6377545764462
1,512,18,1,0,1.0000780305832061e-14,2981.4156944362476,764.4074668269329,10048.99631858364,10048.994755341859
1,512,18,1,1,9.447951903825191e-15,2981.4156944362476,970.6215036590498,10048.99631858364,2644.8673741343605
1,512,18,1,2,6.238780165590804e-15,2981.4156944362476,847.6691008896997,10048.99631858364,752.8907489535788
1,512,18,1,3,8.204488508388272e-15,2981.4156944362476,1016.8734809648823,10048.99631858364,2288.8194874724772
1,512,18,1,4,6.8609355346998414e-15,2981.4156944362476,264.3585382396296,10048.99631858364,2578.100989623463
1,512,18,1,5,7.172888946411304e-15,2981.4156944362476,286.1025256408957,10048.99631858364,2578.100989623463
1,512,18,2,0,1.0863081031905908e-14,2981.4156944362476,513.4213682204035,10048.99631858364,10048.994755341859
1,512,18,2,1,9.916267640615166e-15,2981.4156944362476,461.38515231651525,10048.99631858364,2644.8673741343605
1,512,18,2,2,7.04010526897613e-15,2981.4156944362476,610.3973666568406,10048.99631858364,752.8907489535788
1,512,18,2,3,6.720594847636732e-15,2981.4156944362476,2905.3878259910325,10048.99631858364,1177.3969186432184
1,512,18,2,4,7.689639934914977e-15,2981.4156944362476,1055.8038639955766,10048.99631858364,2288.8194874724772
1,512,18,2,5,7.605867731331472e-15,2981.4156944362476,759.8550385451822,10048.99631858364,2578.100989623463
1,512,18,3,0,6.794933992526101e-15,2981.4156944362476,841.7552829119732,10048.99631858364,10048.99475863949
1,512,18,3,1,9.537636882287748e-15,2981.4156944362476,811.7690920007692,10048.99631858364,2644.8673741343605
1,512,18,3,2,6.484140244822722e-15,2981.4156944362476,968.7235807726223,10048.99631858364,752.8907489535788
1,512,18,3,3,9.186738359363145e-15,2981.4156944362476,2908.6002301767003,10048.99631858364,530.2816460570464
1,512,18,3,4,7.028316416923059e-15,2981.4156944362476,2908.6002301767157,10048.99631858364,1177.3969186432184
1,512,18,3,5,6.7939973332559856e-15,2981.4156944362476,2704.5944217010965,10048.99631858364,2288.8194874724772
1,512,18,4,0,9.920782744133282e-15,2981.4156944362476,845.5246879333995,10048.99631858364,10048.99475863949
1,512,18,4,1,6.20436862689386e-15,2981.4156944362476,865.8781240622335,10048.99631858364,2637.109120053569
1,512,18,4,2,6.340798688425109e-15,2981.4156944362476,865.853032835977,10048.99631858364,831.145205328115
1,512,18,4,3,9.974364559595683e-15,2981.4156944362476,873.5351567551746,10048.99631858364,752.18479077287
1,512,18,4,4,9.364377737559564e-15,2981.4156944362476,993.5128634777017,10048.99631858364,752.18479077287
1,512,18,4,5,6.907708779277097e-15,2981.4156944362476,636.7133136921835,10048.99631858364,1177.3969186432184
1,512,18,5,0,8.578455709425452e-15,2981.4156944362476,944.5721196452967,10048.99631858364,10048.994758565217
1,512,18,5,1,5.079524934941569e-15,2981.4156944362476,993.4372843001139,10048.99631858364,2637.109120053569
1,512,18,5,2,6.7809242682082616e-15,2981.4156944362476,925.9686577153454,10048.99631858364,831.145205328115
1,512,18,5,3,1.0508964517028712e-14,2981.4156944362476,1125.8506484193779,10048.99631858364,2598.6046786594156
1,512,18,5,4,1.0335150471211254e-14,2981.4156944362476,930.5363508885165,10048.99631858364,752.18479077287
1,512,18,5,5,9.89419426603032e-15,2981.4156944362476,990.1767799259442,10048.99631858364,752.18479077287
1,512,19,0,0,8.081192628773957e-15,2981.4156944362476,706.9446997531654,1588.657141013167,1588.657141013167
1,512,19,0,1,8.394423079093264e-15,2981.4156944362476,764.9400132422893,1588.657141013167,1177.3969186432184
1,512,19,0,2,8.545706755025126e-15,2981.4156944362476,1413.2019920894372,1588.657141013167,2598.6046786594156
1,512,19,0,3,8.580377975524538e-15,2981.4156944362476,131.44905248717416,1588.657141013167,2578.100989623463
1,512,19,0,4,9.662229305350624e-15,2981.4156944362476,117.7974455553295,1588.657141013167,2853.6377545764462
1,512,19,0,5,9.680226759983407e-15,2981.4156944362476,106.13206680930615,1588.657141013167,2710.1610085721236
1,512,19,1,0,7.565434254369614e-15,2981.4156944362476,1028.5134879169045,1588.657141013167,591.1552350219253
1,512,19,1,1,7.619206493273894e-15,2981.4156944362476,957.332916864905,1588.657141013167,580.1694894069913
1,512,19,1,2,7.528241608156842e-15,2981.4156944362476,1185.6317824386792,1588.657141013167,2288.8194874724772
1,512,19,1,3,8.020520398787749e-15,2981.4156944362476,163.50508662064408,1588.657141013167,2578.100989623463
1,512,19,1,4,7.844038305008471e-15,2981.4156944362476,160.72069292813887,1588.657141013167,2578.100989623463
1,512,19,1,5,9.660334459051265e-15,2981.4156944362476,127.08832075115224,1588.657141013167,2710.1610085721236
1,512,19,2,0,7.585067728184101e-15,2981.4156944362476,842.804789753815,1588.657141013167,2279.490852389731
1,512,19,2,1,7.514644808518078e-15,2981.4156944362476,801.7330052438865,1588.657141013167,580.1694894069913
1,512,19,2,2,8.031137086414556e-15,2981.4156944362476,715.0564556010448,1588.657141013167,1177.3969186432184
1,512,19,2,3,8.414536081370756e-15,2981.4156944362476,1185.5433507895825,1588.657141013167,2288.8194874724772
1,512,19,2,4,8.38312511060456e-15,2981.4156944362476,115.95520384589258,1588.657141013167,2578.100989623463
1,512,19,2,5,8.184619834634152e-15,2981.4156944362476,118.92746938175607,1588.657141013167,2578.100989623463
1,512,19,3,0,1.1597831526926565e-14,2981.4156944362476,613.8343853770072,1588.657141013167,556.774564621501
1,512,19,3,1,7.21598941355076e-15,2981.4156944362476,608.2958812843357,1588.657141013167,591.4181744143626
1,512,19,3,2,7.602871525331478e-15,2981.4156944362476,986.5528572730645,1588.657141013167,591.1552350219253
1,512,19,3,3,8.301802409257089e-15,2981.4156944362476,728.5199926021018,1588.657141013167,1177.3969186432184
1,512,19,3,4,8.540420225745595e-15,2981.4156944362476,1185.6317824386797,1588.657141013167,2288.8194874724772
1,512,19,3,5,8.266711674157973e-15,2981.4156944362476,163.50508603995928,1588.657141013167,2578.100989623463
1,512,19,4,0,1.1794432621098689e-14,2981.4156944362476,795.1286527813454,1588.657141013167,770.7236340992208
1,512,19,4,1,1.0016169046398828e-14,2981.4156944362476,795.1477369301678,1588.657141013167,539.9874190311381
1,512,19,4,2,7.030429654660278e-15,2981.4156944362476,725.2239530161002,1588.657141013167,539.590480980638
1,512,19,4,3,7.61072232651429e-15,2981.4156944362476,968.3177926524306,1588.657141013167,580.1694894069913
1,512,19,4,4,8.756833711611781e-15,2981.4156944362476,719.6483231928719,1588.657141013167,1177.3969186432184
1,512,19,4,5,8.463104283497395e-15,2981.4156944362476,1193.156543097937,1588.657141013167,2288.8194874724772
1,512,19,5,0,1.0162945168937438e-14,2981.4156944362476,1125.5086520072932,1588.657141013167,556.774564621501
1,512,19,5,1,9.845160268423901e-15,2981.4156944362476,795.18559787609,1588.657141013167,539.9874190311381
1,512,19,5,2,7.590413411208292e-15,2981.4156944362476,975.9388803864289,1588.657141013167,2598.6046786594156
1,512,19,5,3,6.829385541791136e-15,2981.4156944362476,807.8939814640402,1588.657141013167,580.1694894069913
1,512,19,5,4,7.51190030604099e-15,2981.4156944362476,968.3177903904117,1588.657141013167,580.1694894069913
1,512,19,5,5,8.082862493413877e-15,2981.4156944362476,715.0400500772072,1588.657141013167,1177.3969186432184
1,512,20,0,0,8.761787420955764e-15,2981.4156944362476,1400.6515986129114,2288.8194874724772,2288.8194874724772
1,512,20,0,1,9.421164922540273e-15,2981.4156944362476,1000.749744003151,2288.8194874724772,2598.6046786594156
1,512,20,0,2,8.654736812824272e-15,2981.4156944362476,162.89233747638158,2288.8194874724772,2578.100989623463
1,512,20,0,3,6.6717213849109755e-15,2981.4156944362476,153.90257488246385,2288.8194874724772,2853.6377545764462
1,512,20,0,4,9.871416027637794e-15,2981.4156944362476,240.4775003383281,2288.8194874724772,2710.1610085721236
1,512,20,0,5,7.548212490868719e-15,2981.4156944362476,256.33791301170504,2288.8194874724772,2718.6765888341133
1,512,20,1,0,8.895572952793701e-15,2981.4156944362476,730.7638424947486,2288.8194874724772,1177.3969186432184
1,512,20,1,1,9.248772102099468e-15,2981.4156944362476,1304.0640131031857,2288.8194874724772,2288.8194874724772
1,512,20,1,2,7.983007600537455e-15,2981.4156944362476,305.3727951808887,2288.8194874724772,2578.100989623463
1,512,20,1,3,8.28447103081108e-15,2981.4156944362476,243.2945421962705,2288.8194874724772,2578.100989623463
1,512,20,1,4,1.0179516775042012e-14,2981.4156944362476,230.1006085794479,2288.8194874724772,2710.1610085721236
1,512,20,1,5,9.743613433527727e-15,2981.4156944362476,256.3379130038384,2288.8194874724772,2710.1610085721236
1,512,20,2,0,8.465288723602487e-15,2981.4156944362476,993.2079070799493,2288.8194874724772,580.6016088343094
1,512,20,2,1,8.845583937089231e-15,2981.4156944362476,733.4358603121144,2288.8194874724772,1177.3969186432184
1,512,20,2,2,8.63083798187512e-15,2981.4156944362476,1211.5990577149344,2288.8194874724772,2288.8194874724772
1,512,20,2,3,9.205206652100348e-15,2981.4156944362476,283.71529003987683,2288.8194874724772,2578.100989623463
1,512,20,2,4,1.1226324449640351e-14,2981.4156944362476,194.04615132237524,2288.8194874724772,2578.100989623463
1,512,20,2,5,1.0794016204281374e-14,2981.4156944362476,188.5481029658942,2288.8194874724772,2710.1610085721236
1,512,20,3,0,8.004818333539238e-15,2981.4156944362476,968.9767948496559,2288.8194874724772,701.5273558318886
1,512,20,3,1,8.674105953270726e-15,2981.4156944362476,993.2201070090752,2288.8194874724772,580.1694894069913
1,512,20,3,2,8.219254530897243e-15,2981.4156944362476,733.4358603121148,2288.8194874724772,1177.3969186432184
1,512,20,3,3,8.39593717158549e-15,2981.4156944362476,1304.0887324555472,2288.8194874724772,2288.8194874724772
1,512,20,3,4,8.981171481674557e-15,2981.4156944362476,265.2980098071621,2288.8194874724772,2578.100989623463
1,512,20,3,5,9.312496704885848e-15,2981.4156944362476,199.70437322568546,2288.8194874724772,2578.100989623463
1,512,20,4,0,7.88878858614293e-15,2981.4156944362476,610.1964350818093,2288.8194874724772,2279.490852389731
1,512,20,4,1,7.34238341808147e-15,2981.4156944362476,972.5190856926245,2288.8194874724772,580.1694894069913
1,512,20,4,2,6.6286593184525744e-15,2981.4156944362476,993.2079044782531,2288.8194874724772,580.6016088343094
1,512,20,4,3,7.60744408361709e-15,2981.4156944362476,728.5122526066349,2288.8194874724772,1177.3969186432184
1,512,20,4,4,8.640493978723635e-15,2981.4156944362476,1211.5786430049552,2288.8194874724772,2288.8194874724772
1,512,20,4,5,8.1420736435478e-15,2981.4156944362476,97.91138484050717,2288.8194874724772,2578.100989623463
1,512,20,5,0,7.39983488129809e-15,2981.4156944362476,968.9757056852143,2288.8194874724772,654.919325564118
1,512,20,5,1,7.417450819628069e-15,2981.4156944362476,1155.933033602369,2288.8194874724772,2598.6046786594156
1,512,20,5,2,8.210375769575537e-15,2981.4156944362476,968.9767986780802,2288.8194874724772,689.6190213983367
1,512,20,5,3,8.673457034362977e-15,2981.4156944362476,989.6009121275771,2288.8194874724772,580.1694894069913
1,512,20,5,4,8.122806180209074e-15,2981.4156944362476,703.9890909056749,2288.8194874724772,1177.3969186432184
1,512,20,5,5,7.834446931271832e-15,2981.4156944362476,1304.0867363724706,2288.8194874724772,2288.8194874724772
1,512,21,0,0,1.2323352262712994e-14,2981.4156944362476,1103.0742358110472,2637.109120053569,2637.109120053569
1,512,21,0,1,6.5797730320644816e-15,2981.4156944362476,146.19318840404097,2637.109120053569,2637.109120053569
1,512,21,0,2,4.534339393037223e-15,2981.4156944362476,89.44529913505374,2637.109120053569,2853.6377545764462
1,512,21,0,3,1.2025599590560819e-14,2981.4156944362476,326.7135089012989,2637.109120053569,2710.1610085721236
1,512,21,0,4,5.894764963257507e-15,2981.4156944362476,77.5001760571736,2637.109120053569,2718.6765888341133
1,512,21,0,5,1.7646511914891137e-14,2981.4156944362476,95.46430371570936,2637.109120053569,2718.6765888341133
1,512,21,1,0,7.973003826052075e-15,2981.4156944362476,1079.5146268320764,2637.109120053569,2637.122657376695
1,512,21,1,1,7.396921101076083e-15,2981.4156944362476,87.47274294332625,2637.109120053569,2637.109120053569
1,512,21,1,2,7.31117125649775e-15,2981.4156944362476,104.31863680084463,2637.109120053569,2578.100989623463
1,512,21,1,3,8.866625607022559e-15,2981.4156944362476,85.92363763928864,2637.109120053569,2710.1610085721236
1,512,21,1,4,8.92564662120176e-15,2981.4156944362476,85.93057478115216,2637.109120053569,2710.1610085721236
1,512,21,1,5,8.869027832747832e-15,2981.4156944362476,80.62144551502023,2637.109120053569,2710.1610085721236
1,512,21,2,0,7.378009131862407e-15,2981.4156944362476,703.6468772935018,2637.109120053569,2637.122657376695
1,512,21,2,1,7.818526224626487e-15,2981.4156944362476,909.716502138812,2637.109120053569,2637.109120053569
1,512,21,2,2,7.473936726228035e-15,2981.4156944362476,87.47274294332615,2637.109120053569,2578.100989623463
1,512,21,2,3,7.346458032190126e-15,2981.4156944362476,88.46494235347814,2637.109120053569,2578.100989623463
1,512,21,2,4,8.993944001824709e-15,2981.4156944362476,80.6213988860478,2637.109120053569,2710.1610085721236
1,512,21,2,5,8.81634376074945e-15,2981.4156944362476,81.58485947785984,2637.109120053569,2710.1610085721236
1,512,21,3,0,6.546004490937831e-15,2981.4156944362476,1021.2876792688625,2637.109120053569,2637.122326114789
1,512,21,3,1,7.316280312125625e-15,2981.4156944362476,728.4880710679627,2637.109120053569,2637.1206089294333
1,512,21,3,2,7.53845907126188e-15,2981.4156944362476,1207.8210143289205,2637.109120053569,2288.8194874724772
1,512,21,3,3,7.217847143562967e-15,2981.4156944362476,97.61122747932184,2637.109120053569,2578.100989623463
1,512,21,3,4,7.569966872305305e-15,2981.4156944362476,101.05241780457706,2637.109120053569,2578.100989623463
1,512,21,3,5,7.070105505479238e-15,2981.4156944362476,101.05255618776296,2637.109120053569,2578.100989623463
1,512,21,4,0,7.760972267919165e-15,2981.4156944362476,981.303563689574,2637.109120053569,2637.122326114789
1,512,21,4,1,6.405694555023589e-15,2981.4156944362476,1021.2872750533572,2637.109120053569,2637.1206089294333
1,512,21,4,2,7.408970991787044e-15,2981.4156944362476,740.0741297287549,2637.109120053569,1177.3969186432184
1,512,21,4,3,7.798979640852725e-15,2981.4156944362476,949.9322694138694,2637.109120053569,2288.8194874724772
1,512,21,4,4,7.299323653587384e-15,2981.4156944362476,101.05276378919753,2637.109120053569,2578.100989623463
1,512,21,4,5,7.195406190870748e-15,2981.4156944362476,104.31863680068443,2637.109120053569,2578.100989623463
1,512,21,5,0,6.9605988162402335e-15,2981.4156944362476,1110.102788370588,2637.109120053569,2637.122364193547
1,512,21,5,1,6.937868814082391e-15,2981.4156944362476,999.9975384570838,2637.109120053569,2637.1216484139677
1,512,21,5,2,6.413895207552117e-15,2981.4156944362476,1002.1956002710452,2637.109120053569,831.1463241118473
1,512,21,5,3,1.0039469706436728e-14,2981.4156944362476,704.0267458188099,2637.109120053569,1494.6391441041285
1,512,21,5,4,7.544824674344839e-15,2981.4156944362476,1166.6361499891054,2637.109120053569,2288.8194874724772
1,512,21,5,5,7.457543277183624e-15,2981.4156944362476,1082.3689804028345,2637.109120053569,2288.8194874724772
1,512,22,0,0,7.097631258409572e-15,2981.4156944362476,134.77965732948766,4534.7132754966315,4534.7132754966315
1,512,22,0,1,7.30276813625567e-15,2981.4156944362476,321.84707414497524,4534.7132754966315,4692.869981660095
1,512,22,0,2,1.2552139630634103e-14,2981.4156944362476,120.60041735492507,4534.7132754966315,5056.921593706194
1,512,22,0,3,5.6325843878262264e-15,2981.4156944362476,242.03111680125977,4534.7132754966315,5308.147384698495
1,512,22,0,4,4.296338392350523e-15,2981.4156944362476,188.43818512934308,4534.7132754966315,5409.054368071597
1,512,22,0,5,8.435788276367525e-15,2981.4156944362476,284.7857115178746,4534.7132754966315,5441.674487815258
1,512,22,1,0,6.385519975338471e-15,2981.4156944362476,102.07794623484868,4534.7132754966315,2578.100989623463
1,512,22,1,1,7.48542727899834e-15,2981.4156944362476,134.77878755949715,4534.7132754966315,2578.100989623463
1,512,22,1,2,1.1082435975701707e-14,2981.4156944362476,87.33866136451111,4534.7132754966315,2710.1610085721236
1,512,22,1,3,1.1025449535834966e-14,2981.4156944362476,87.3386623273685,4534.7132754966315,2710.1610085721236
1,512,22,1,4,9.259936354622925e-15,2981.4156944362476,262.1166910087398,4534.7132754966315,2710.1610085721236
1,512,22,1,5,7.974856876422408e-15,2981.4156944362476,164.59945349095932,4534.7132754966315,2716.854166207859
1,512,22,2,0,7.704108955426165e-15,2981.4156944362476,1304.1664168080993,4534.7132754966315,2301.2113056329167
1,512,22,2,1,7.498287307963242e-15,2981.4156944362476,129.28484247266007,4534.7132754966315,2578.100989623463
1,512,22,2,2,6.03474219060222e-15,2981.4156944362476,106.41827165617948,4534.7132754966315,2578.100989623463
1,512,22,2,3,9.301700697458884e-15,2981.4156944362476,77.7291044589978,4534.7132754966315,2710.1610085721236
1,512,22,2,4,1.9820104127927675e-14,2981.4156944362476,203.60738424157122,4534.7132754966315,2710.1610085721236
1,512,22,2,5,8.227970146160842e-15,2981.4156944362476,221.5097164149827,4534.7132754966315,2716.854166207859
1,512,22,3,0,8.389446717074738e-15,2981.4156944362476,896.7638588340375,4534.7132754966315,1177.3969186432184
1,512,22,3,1,7.642464244953482e-15,2981.4156944362476,1304.0044696296304,4534.7132754966315,2288.8194874724772
1,512,22,3,2,7.715380732770755e-15,2981.4156944362476,108.86520741081081,4534.7132754966315,2578.100989623463
1,512,22,3,3,7.049984916022806e-15,2981.4156944362476,134.7805889079272,4534.7132754966315,2578.100989623463
1,512,22,3,4,7.688846393784553e-15,2981.4156944362476,102.86381999413962,4534.7132754966315,2578.100989623463
1,512,22,3,5,1.0974012846031872e-14,2981.4156944362476,99.60129114636501,4534.7132754966315,2710.1610085721236
1,512,22,4,0,7.477519907203382e-15,2981.4156944362476,989.5891545713564,4534.7132754966315,831.14638734605
1,512,22,4,1,7.633784195158612e-15,2981.4156944362476,896.7609182711402,4534.7132754966315,1177.3969186432184
1,512,22,4,2,7.835951825481496e-15,2981.4156944362476,1486.8162993014485,4534.7132754966315,2288.8194874724772
1,512,22,4,3,7.182807640715598e-15,2981.4156944362476,129.2848424726596,4534.7132754966315,2578.100989623463
1,512,22,4,4,7.02154422895095e-15,2981.4156944362476,119.86464750875163,4534.7132754966315,2578.100989623463
1,512,22,4,5,9.167374277041334e-15,2981.4156944362476,99.60236224456187,4534.7132754966315,2710.1610085721236
1,512,22,5,0,7.698558660725031e-15,2981.4156944362476,968.9584980798514,4534.7132754966315,831.14638734605
1,512,22,5,1,9.919318349253256e-15,2981.4156944362476,989.589780638288,4534.7132754966315,1494.6391441041285
1,512,22,5,2,8.079552924720091e-15,2981.4156944362476,704.026514314796,4534.7132754966315,1177.3969186432184
1,512,22,5,3,7.677326534763884e-15,2981.4156944362476,1304.004469886579,4534.7132754966315,2288.8194874724772
1,512,22,5,4,7.695465853098217e-15,2981.4156944362476,1175.6349465693283,4534.7132754966315,2288.8194874724772
1,512,22,5,5,7.047466171984913e-15,2981.4156944362476,134.78158292604041,4534.7132754966315,2578.100989623463
1,512,23,0,0,5.138709969192901e-15,2981.4156944362476,246.23666858982764,38819.590173652796,38819.590173652796
