ID,M,k_max_up,k_max_down,fre,cond,cond_coarse,cond_partmax,cond_partmax_dyn
10,16,0,0,0.0009021009793754669,1525899810999516.5,1.0037277293483842,1525899810999515.8,1525899810999515.8
10,16,0,1,0.0009021009793754669,1525899810999516.5,1.0037277293483842,1525899810999515.8,1525899810999515.8
10,16,0,2,0.0009021009632327137,1525899810999516.5,1.0044261549450837,1525899810999515.8,1525899810999515.8
10,16,0,3,0.0009021009632327137,1525899810999516.5,1.0044261549450837,1525899810999515.8,1525899810999515.8
10,16,0,4,0.0009021009633676285,1525899810999516.5,1.004871403043706,1525899810999515.8,1525899810999515.8
10,16,0,5,0.0009021009633676285,1525899810999516.5,1.004871403043706,1525899810999515.8,1525899810999515.8
10,16,1,0,0.0009021009793754669,1525899810999516.5,1.0056470227543703,1525899810999515.8,1525899810999515.8
10,16,1,1,0.0009021009793754669,1525899810999516.5,1.0056470227543703,1525899810999515.8,1525899810999515.8
10,16,1,2,0.0009021009632327137,1525899810999516.5,1.0052045814652784,1525899810999515.8,1525899810999515.8
10,16,1,3,0.0009021009632327137,1525899810999516.5,1.0052045814652784,1525899810999515.8,1525899810999515.8
10,16,1,4,0.0009021009633676285,1525899810999516.5,1.0059277230316537,1525899810999515.8,1525899810999515.8
10,16,1,5,0.0009021009633676285,1525899810999516.5,1.0059277230316537,1525899810999515.8,1525899810999515.8
10,16,2,0,0.0009021009793754669,1525899810999516.5,1.0031462592587712,1525899810999515.8,1525899810999515.8
10,16,2,1,0.0009021009793754669,1525899810999516.5,1.0031462592587712,1525899810999515.8,1525899810999515.8
10,16,2,2,0.0009021009632327137,1525899810999516.5,1.0037277293483842,1525899810999515.8,1525899810999515.8
10,16,2,3,0.0009021009632327137,1525899810999516.5,1.0037277293483842,1525899810999515.8,1525899810999515.8
10,16,2,4,0.0009021009633676285,1525899810999516.5,1.0044261549450835,1525899810999515.8,1525899810999515.8
10,16,2,5,0.0009021009633676285,1525899810999516.5,1.0044261549450835,1525899810999515.8,1525899810999515.8
10,16,3,0,0.0009021009793754669,1525899810999516.5,1.0031462592587712,1525899810999515.8,1525899810999515.8
10,16,3,1,0.0009021009793754669,1525899810999516.5,1.0031462592587712,1525899810999515.8,1525899810999515.8
10,16,3,2,0.0009021009632327137,1525899810999516.5,1.0056470227543701,1525899810999515.8,1525899810999515.8
10,16,3,3,0.0009021009632327137,1525899810999516.5,1.0056470227543701,1525899810999515.8,1525899810999515.8
